Sample-#, CA-V, CA-I, CB-V, CB-I 
0.00114, 0.500325381756, 9.55762062222, 2.26297926903, -0.457636953797
0.00115, 0.500247240067, 9.61221102625, 2.2538485527, -0.449825514806
0.00116, 0.500325381756, 9.42504499108, 2.24502968788, -0.418579817051
0.00117, 0.500169098377, 9.58101637661, 2.23597693443, -0.496694061439
0.00118, 0.500247240067, 9.65900253505, 2.22708010674, -0.488882651553
0.00119, 0.500247240067, 9.5498226583, 2.21833944321, -0.535751169082
0.0012, 0.500247240067, 9.53422486782, 2.2095208168, -0.504505471326
0.00121, 0.500247240067, 9.5732184127, 2.20078015327, -0.379522709409
0.00122, 0.500247240067, 9.67460032552, 2.1921954155, -0.496694061439
0.00123, 0.500325381756, 9.63560678065, 2.18353295326, -0.418579817051
0.00124, 0.500247240067, 9.5732184127, 2.17494821548, -0.371711299522
0.00125, 0.500325381756, 9.58881527185, 2.166441679, -0.457636953797
0.00126, 0.500325381756, 9.58881527185, 2.15785717964, -0.473259802675
0.00127, 0.500325381756, 9.45623964071, 2.14942860603, -0.473259802675
0.00128, 0.500247240067, 9.65900253505, 2.14100027084, -0.449825514806
0.00129, 0.500247240067, 9.64340567589, 2.13264966011, -0.504505471326
0.0013, 0.500247240067, 9.55762062222, 2.12437725067, -0.426391256042
0.00131, 0.500169098377, 9.5498226583, 2.11610484123, -0.512316939421
0.00132, 0.500325381756, 9.66680143028, 2.10783243179, -0.566996866837
0.00133, 0.500325381756, 9.5264269039, 2.09971618652, -0.465448363684
0.00134, 0.500169098377, 9.49523225427, 2.09152173996, -0.473259802675
0.00135, 0.500247240067, 9.62780788541, 2.08348345757, -0.449825514806
0.00136, 0.500247240067, 9.65120457113, 2.07544517517, -0.3873341484
0.00137, 0.500325381756, 9.56541951746, 2.06740689278, -0.496694061439
0.00138, 0.500325381756, 9.58101637661, 2.05936861038, -0.371711299522
0.00139, 0.50040346384, 9.5264269039, 2.05156445503, -0.434202665929
0.0014, 0.500325381756, 9.51862800866, 2.04352593422, -0.465448363684
0.00141, 0.500325381756, 9.5498226583, 2.03572177887, -0.535751169082
0.00142, 0.500325381756, 9.61221102625, 2.02783966064, -0.449825514806
0.00143, 0.500247240067, 9.65120457113, 2.02011346817, -0.512316939421
0.00144, 0.500325381756, 9.56541951746, 2.01230931282, -0.465448363684
0.00145, 0.500325381756, 9.5498226583, 2.00466132164, -0.434202665929
0.00146, 0.500325381756, 9.61221102625, 1.99709129333, -0.473259802675
0.00147, 0.500247240067, 9.61221102625, 1.98944318295, -0.418579817051
0.00148, 0.500169098377, 9.58101637661, 1.98187315464, -0.488882651553
0.00149, 0.500325381756, 9.62000992149, 1.97430312634, -0.535751169082
0.0015, 0.500169098377, 9.51082911342, 1.96688914299, -0.473259802675
0.00151, 0.500247240067, 9.54202376306, 1.95939719677, -0.551374047063
0.00152, 0.500325381756, 9.5498226583, 1.95198321342, -0.457636953797
0.00153, 0.50040346384, 9.74478758872, 1.94456923008, -0.598242564593
0.00154, 0.500247240067, 9.55762062222, 1.93723332882, -0.44201410492
0.00155, 0.500247240067, 9.53422486782, 1.92997539043, -0.348277011653
0.00156, 0.500247240067, 9.68239828944, 1.92271757126, -0.481071212562
0.00157, 0.500325381756, 9.67460032552, 1.91545963287, -0.402956997277
0.00158, 0.500247240067, 9.71359293908, 1.90827989578, -0.418579817051
0.00159, 0.500325381756, 9.63560678065, 1.90117812157, -0.55918545695
0.0016, 0.500247240067, 9.59661416709, 1.89415431023, -0.566996866837
0.00161, 0.500169098377, 9.64340567589, 1.88689649105, -0.410768407164
0.00162, 0.500247240067, 9.68239828944, 1.87987267971, -0.512316939421
0.00163, 0.500247240067, 9.62780788541, 1.87292695045, -0.402956997277
0.00164, 0.500325381756, 9.64340567589, 1.86582517624, -0.44201410492
0.00165, 0.500247240067, 9.59661416709, 1.85895752907, -0.418579817051
0.00166, 0.500325381756, 9.82277281582, 1.85216784477, -0.410768407164
0.00167, 0.500325381756, 9.69799607992, 1.8453001976, -0.574808276724
0.00168, 0.500247240067, 9.62000992149, 1.83851063251, -0.457636953797
0.00169, 0.500247240067, 9.5264269039, 1.83164298534, -0.527939759195
0.0017, 0.500325381756, 9.76818334311, 1.82493138313, -0.449825514806
0.00171, 0.500325381756, 9.59661416709, 1.81821978092, -0.496694061439
0.00172, 0.500325381756, 9.63560678065, 1.81150817871, -0.395145558286
0.00173, 0.500247240067, 9.65120457113, 1.80487465858, -0.566996866837
0.00174, 0.500247240067, 9.58881527185, 1.79824113846, -0.574808276724
0.00175, 0.500247240067, 9.69019718468, 1.79168558121, -0.496694061439
0.00176, 0.500247240067, 9.62780788541, 1.78520810604, -0.504505471326
0.00177, 0.500247240067, 9.54202376306, 1.77857458591, -0.512316939421
0.00178, 0.500247240067, 9.63560678065, 1.77209711075, -0.566996866837
0.00179, 0.500247240067, 9.5264269039, 1.76561975479, -0.332654162776
0.0018, 0.500325381756, 9.66680143028, 1.75929832458, -0.504505471326
0.00181, 0.500325381756, 9.69019718468, 1.7528989315, -0.473259802675
0.00182, 0.500325381756, 9.56541951746, 1.7465775013, -0.535751169082
0.00183, 0.500247240067, 9.69799607992, 1.7402561903, -0.44201410492
0.00184, 0.500247240067, 9.72139183432, 1.73393476009, -0.356088450644
0.00185, 0.500247240067, 9.62780788541, 1.7276134491, -0.434202665929
0.00186, 0.500169098377, 9.59661416709, 1.72144818306, -0.434202665929
0.00187, 0.500169098377, 9.58881527185, 1.71528279781, -0.496694061439
0.00188, 0.500247240067, 9.69799607992, 1.70919561386, -0.449825514806
0.00189, 0.500325381756, 9.51862800866, 1.70303034782, -0.410768407164
0.0019, 0.500247240067, 9.5732184127, 1.69694304466, -0.371711299522
0.00191, 0.500247240067, 9.58881527185, 1.6908557415, -0.44201410492
0.00192, 0.500325381756, 9.65120457113, 1.68476855755, -0.504505471326
0.00193, 0.50040346384, 9.69799607992, 1.67883741856, -0.457636953797
0.00194, 0.500325381756, 9.62000992149, 1.67290616035, -0.496694061439
0.00195, 0.500325381756, 9.5498226583, 1.66689705849, -0.434202665929
0.00196, 0.500325381756, 9.79937706143, 1.66104388237, -0.434202665929
0.00197, 0.500247240067, 9.69799607992, 1.65519070625, -0.481071212562
0.00198, 0.500169098377, 9.69799607992, 1.64933764935, -0.574808276724
0.00199, 0.500247240067, 9.73698869348, 1.64348447323, -0.504505471326
0.002, 0.500247240067, 9.62780788541, 1.6377093792, -0.590431154706
0.00201, 0.500169098377, 9.62000992149, 1.63201236725, -0.504505471326
0.00202, 0.500325381756, 9.62000992149, 1.62623727322, -0.535751169082
0.00203, 0.500325381756, 9.72139183432, 1.62054026127, -0.512316939421
0.00204, 0.500169098377, 9.62780788541, 1.6149212122, -0.465448363684
0.00205, 0.500247240067, 9.63560678065, 1.60930228233, -0.410768407164
0.00206, 0.500247240067, 9.64340567589, 1.60368323326, -0.465448363684
0.00207, 0.500325381756, 9.63560678065, 1.5980643034, -0.457636953797
0.00208, 0.500325381756, 9.69019718468, 1.59244525433, -0.371711299522
0.00209, 0.500169098377, 9.67460032552, 1.58698236942, -0.379522709409
0.0021, 0.500325381756, 9.66680143028, 1.58151948452, -0.543562578969
0.00211, 0.500169098377, 9.58101637661, 1.57597851753, -0.481071212562
0.00212, 0.500325381756, 9.56541951746, 1.5705935955, -0.449825514806
0.00213, 0.500247240067, 9.62780788541, 1.56520867348, -0.473259802675
0.00214, 0.500169098377, 9.71359293908, 1.55982387066, -0.465448363684
0.00215, 0.500325381756, 9.58881527185, 1.55443894863, -0.434202665929
0.00216, 0.500247240067, 9.62780788541, 1.54928827286, -0.606053974479
0.00217, 0.500247240067, 9.69799607992, 1.54390335083, -0.3873341484
0.00218, 0.500247240067, 9.70579404384, 1.5385184288, -0.363899860531
0.00219, 0.500325381756, 9.65120457113, 1.53321170807, -0.535751169082
0.0022, 0.500325381756, 9.65120457113, 1.52813899517, -0.582619744819
0.00221, 0.500247240067, 9.5732184127, 1.52298820019, -0.481071212562
0.00222, 0.500325381756, 9.67460032552, 1.51775944233, -0.481071212562
0.00223, 0.500247240067, 9.77598130703, 1.51260864735, -0.488882651553
0.00224, 0.500169098377, 9.74478758872, 1.50737988949, -0.551374047063
0.00225, 0.500247240067, 9.71359293908, 1.50238513947, -0.473259802675
0.00226, 0.500247240067, 9.60441213101, 1.49739050865, -0.566996866837
0.00227, 0.500247240067, 9.61221102625, 1.49231779575, -0.371711299522
0.00228, 0.500325381756, 9.62780788541, 1.48732316494, -0.512316939421
0.00229, 0.500325381756, 9.51862800866, 1.48225045204, -0.535751169082
0.0023, 0.500247240067, 9.63560678065, 1.47741186619, -0.465448363684
0.00231, 0.500169098377, 9.72918979824, 1.47241723537, -0.395145558286
0.00232, 0.500325381756, 9.71359293908, 1.46750056744, -0.371711299522
0.00233, 0.500247240067, 9.62780788541, 1.4625838995, -0.652922550216
0.00234, 0.500247240067, 9.74478758872, 1.45782339573, -0.449825514806
0.00235, 0.500325381756, 9.81497485191, 1.45290672779, -0.457636953797
0.00236, 0.500325381756, 9.72139183432, 1.44814622402, -0.473259802675
0.00237, 0.500247240067, 9.58101637661, 1.44330763817, -0.551374047063
0.00238, 0.500325381756, 9.77598130703, 1.4385471344, -0.457636953797
0.00239, 0.500325381756, 9.65120457113, 1.43386459351, -0.44201410492
0.0024, 0.500247240067, 9.69799607992, 1.42918217182, -0.44201410492
0.00241, 0.500247240067, 9.63560678065, 1.42442154884, -0.457636953797
0.00242, 0.500325381756, 9.51862800866, 1.41973912716, -0.379522709409
0.00243, 0.500247240067, 9.64340567589, 1.41521263123, -0.473259802675
0.00244, 0.500247240067, 9.69799607992, 1.41053020954, -0.457636953797
0.00245, 0.500325381756, 9.66680143028, 1.40600371361, -0.418579817051
0.00246, 0.500325381756, 9.56541951746, 1.4013992548, -0.402956997277
0.00247, 0.500325381756, 9.63560678065, 1.39679479599, -0.371711299522
0.00248, 0.500247240067, 9.80717595667, 1.39234650135, -0.504505471326
0.00249, 0.500325381756, 9.69019718468, 1.38782000542, -0.44201410492
0.0025, 1.51423823833, 28.4146238118, 1.39117586613, -0.418579817051
0.00251, 4.43033218384, 90.8423736691, 1.40818893909, -0.324842752889
0.00252, 4.49354505539, 89.78176862, 1.42543613911, -0.340465601766
0.00253, 4.49604558945, 88.9161229134, 1.44244921207, -0.418579817051
0.00254, 4.49690532684, 88.5261967778, 1.45915007591, -0.473259802675
0.00255, 4.49721765518, 88.3936211467, 1.47577297688, -0.652922550216
0.00256, 4.49753046036, 88.2298499346, 1.49223983288, -0.613865442574
0.00257, 4.4977645874, 88.2532447577, 1.50862848759, -0.481071212562
0.00258, 4.4978427887, 88.3546248078, 1.52478313446, -0.426391256042
0.00259, 4.49799919128, 88.3546248078, 1.54085969925, -0.309219904011
0.0026, 4.49799919128, 88.2922336459, 1.55678021908, -0.402956997277
0.00261, 4.49807739258, 88.4326100349, 1.57254469395, -0.363899860531
0.00262, 4.49823331833, 88.401414454, 1.58823096752, -0.465448363684
0.00263, 4.49823331833, 88.2766395807, 1.60383939743, -0.434202665929
0.00264, 4.49799919128, 88.2454439998, 1.61929154396, -0.488882651553
0.00265, 4.49823331833, 88.3312299848, 1.63466584682, -0.473259802675
0.00266, 4.49815559387, 88.3000344038, 1.64988398552, -0.527939759195
0.00267, 4.49815559387, 88.401414454, 1.66502404213, -0.512316939421
0.00268, 4.49815559387, 88.315628469, 1.68008601665, -0.3873341484
0.00269, 4.49831151962, 88.3468240499, 1.69499194622, -0.457636953797
0.0027, 4.49823331833, 88.2844403386, 1.70981991291, -0.504505471326
0.00271, 4.49823331833, 88.2142484188, 1.7246478796, -0.504505471326
0.00272, 4.49831151962, 88.1752595305, 1.73924160004, -0.465448363684
0.00273, 4.49823331833, 88.3390307426, 1.7537573576, -0.324842752889
0.00274, 4.49831151962, 88.2220491767, 1.76827311516, -0.55918545695
0.00275, 4.49838972092, 88.3000344038, 1.78255474567, -0.418579817051
0.00276, 4.49838972092, 88.2454439998, 1.79683637619, -0.348277011653
0.00277, 4.49823331833, 88.315628469, 1.81103992462, -0.410768407164
0.00278, 4.49831151962, 88.2142484188, 1.82508742809, -0.465448363684
0.00279, 4.49831151962, 88.2064551115, 1.83913493156, -0.426391256042
0.0028, 4.49831151962, 88.2454439998, 1.85302639008, -0.465448363684
0.00281, 4.49831151962, 88.2688388228, 1.86676168442, -0.395145558286
0.00282, 4.49831151962, 88.2766395807, 1.88057506084, -0.434202665929
0.00283, 4.49823331833, 88.2298499346, 1.89423239231, -0.574808276724
0.00284, 4.49831151962, 88.3078351617, 1.90781164169, -0.457636953797
0.00285, 4.49831151962, 88.3390307426, 1.92131280899, -0.535751169082
0.00286, 4.49838972092, 88.2766395807, 1.93465793133, -0.434202665929
0.00287, 4.49838972092, 88.3312299848, 1.94808113575, -0.379522709409
0.00288, 4.49838972092, 88.2610455155, 1.96127009392, -0.465448363684
0.00289, 4.49846792221, 88.1830528378, 1.9744591713, -0.473259802675
0.0029, 4.49838972092, 88.3312299848, 1.98757016659, -0.449825514806
0.00291, 4.49831151962, 88.3000344038, 2.00044703484, -0.465448363684
0.00292, 4.49831151962, 88.2220491767, 2.01340198517, -0.30140846502
0.00293, 4.49838972092, 88.1518647075, 2.02627873421, -0.465448363684
0.00294, 4.49838972092, 88.3078351617, 2.0389995575, -0.418579817051
0.00295, 4.49831151962, 88.2532447577, 2.0517206192, -0.504505471326
0.00296, 4.49831151962, 88.1752595305, 2.0643632412, -0.426391256042
0.00297, 4.49838972092, 88.2298499346, 2.07700610161, -0.473259802675
0.00298, 4.49838972092, 88.2298499346, 2.08933663368, -0.457636953797
0.00299, 4.49831151962, 88.2610455155, 2.10174512863, -0.426391256042
0.003, 4.4985461235, 88.2922336459, 2.11423182487, -0.496694061439
0.00301, 4.49838972092, 88.2610455155, 2.12632846832, -0.55918545695
0.00302, 4.49838972092, 88.2142484188, 2.1385807991, -0.44201410492
0.00303, 4.49846792221, 88.2064551115, 2.15067744255, -0.434202665929
0.00304, 4.49838972092, 88.3000344038, 2.16277384758, -0.44201410492
0.00305, 4.49838972092, 88.3390307426, 2.17479228973, -0.379522709409
0.00306, 4.49838972092, 88.2454439998, 2.18665456772, -0.488882651553
0.00307, 4.49838972092, 88.3000344038, 2.19843888283, -0.473259802675
0.00308, 4.49831151962, 88.3000344038, 2.21014499664, -0.44201410492
0.00309, 4.49838972092, 88.2376432419, 2.22185134888, -0.543562578969
0.0031, 4.49838972092, 88.2376432419, 2.23347949982, -0.44201410492
0.00311, 4.49846792221, 88.2454439998, 2.24510788918, -0.496694061439
0.00312, 4.49846792221, 88.2766395807, 2.25665783882, -0.566996866837
0.00313, 4.49831151962, 88.1518647075, 2.26797389984, -0.457636953797
0.00314, 4.49846792221, 88.2610455155, 2.27944612503, -0.512316939421
0.00315, 4.49838972092, 88.2142484188, 2.29068398476, -0.496694061439
0.00316, 4.49838972092, 88.2844403386, 2.3019220829, -0.473259802675
0.00317, 4.4985461235, 88.2454439998, 2.31316018105, -0.457636953797
0.00318, 4.49838972092, 88.1752595305, 2.32424211502, -0.520128349308
0.00319, 4.49838972092, 88.1596580148, 2.33532381058, -0.481071212562
0.0032, 4.49846792221, 88.2532447577, 2.34632778168, -0.504505471326
0.00321, 4.49846792221, 88.2688388228, 2.35717558861, -0.55918545695
0.00322, 4.49838972092, 88.2454439998, 2.36802339554, -0.504505471326
0.00323, 4.49846792221, 88.1284624338, 2.37879323959, -0.44201410492
0.00324, 4.49838972092, 88.4170159698, 2.38956284523, -0.488882651553
0.00325, 4.49838972092, 88.1908535957, 2.40033268929, -0.527939759195
0.00326, 4.49838972092, 88.370218873, 2.41086816788, -0.457636953797
0.00327, 4.49846792221, 88.1440639496, 2.42148184776, -0.434202665929
0.00328, 4.49846792221, 88.2610455155, 2.43201756477, -0.473259802675
0.00329, 4.49838972092, 88.2454439998, 2.44239711761, -0.473259802675
0.0033, 4.49846792221, 88.2298499346, 2.45285463333, -0.504505471326
0.00331, 4.49846792221, 88.315628469, 2.46323418617, -0.465448363684
0.00332, 4.49838972092, 88.3390307426, 2.47337961197, -0.590431154706
0.00333, 4.4985461235, 88.2766395807, 2.48360300064, -0.520128349308
0.00334, 4.49846792221, 88.2064551115, 2.49382662773, -0.457636953797
0.00335, 4.49846792221, 88.1752595305, 2.50397205353, -0.504505471326
0.00336, 4.49838972092, 88.2142484188, 2.51388335228, -0.395145558286
0.00337, 4.49838972092, 88.2142484188, 2.52387261391, -0.371711299522
0.00338, 4.49838972092, 88.2298499346, 2.53386187553, -0.527939759195
0.00339, 4.49838972092, 88.2142484188, 2.54377317429, -0.457636953797
0.0034, 4.49838972092, 88.2532447577, 2.55360651016, -0.371711299522
0.00341, 4.49838972092, 88.2766395807, 2.56336164474, -0.434202665929
0.00342, 4.49838972092, 88.1986543536, 2.57311677933, -0.527939759195
0.00343, 4.49846792221, 88.2376432419, 2.58271598816, -0.481071212562
0.00344, 4.49846792221, 88.0894735456, 2.59231519699, -0.44201410492
0.00345, 4.49846792221, 88.1128683686, 2.6019923687, -0.496694061439
0.00346, 4.49831151962, 88.2844403386, 2.61143541336, -0.340465601766
0.00347, 4.49838972092, 88.1440639496, 2.62072229385, -0.418579817051
0.00348, 4.49838972092, 88.1986543536, 2.63024330139, -0.44201410492
0.00349, 4.49838972092, 88.1596580148, 2.63960838318, -0.3873341484
0.0035, 4.49831151962, 88.1986543536, 2.64897346497, -0.434202665929
0.00351, 4.49838972092, 88.1518647075, 2.65810418129, -0.44201410492
0.00352, 4.49838972092, 88.2454439998, 2.66731309891, -0.512316939421
0.00353, 4.49838972092, 88.1752595305, 2.67652201653, -0.379522709409
0.00354, 4.49846792221, 88.2064551115, 2.68557476997, -0.465448363684
0.00355, 4.49846792221, 88.2142484188, 2.69470572472, -0.434202665929
0.00356, 4.49838972092, 88.0972743034, 2.70368051529, -0.449825514806
0.00357, 4.4985461235, 88.0894735456, 2.71257734299, -0.457636953797
0.00358, 4.4985461235, 88.1674587727, 2.72147393227, -0.3873341484
0.00359, 4.49846792221, 88.2844403386, 2.73037075996, -0.488882651553
0.0036, 4.49838972092, 88.3936211467, 2.73911142349, -0.551374047063
0.00361, 4.49846792221, 88.1752595305, 2.74793028831, -0.418579817051
0.00362, 4.49838972092, 88.2220491767, 2.75667095184, -0.449825514806
0.00363, 4.49831151962, 88.2064551115, 2.7652554512, -0.496694061439
0.00364, 4.49831151962, 88.1986543536, 2.77391815186, -0.512316939421
0.00365, 4.49838972092, 88.2922336459, 2.78250265121, -0.512316939421
0.00366, 4.49846792221, 88.0972743034, 2.7910091877, -0.496694061439
0.00367, 4.49838972092, 88.2766395807, 2.79943776131, -0.488882651553
0.00368, 4.4985461235, 88.2298499346, 2.8078660965, -0.395145558286
0.00369, 4.49838972092, 88.2610455155, 2.81637263298, -0.402956997277
0.0037, 4.49838972092, 88.1128683686, 2.82456707954, -0.418579817051
0.00371, 4.49846792221, 88.1440639496, 2.83299565315, -0.504505471326
0.00372, 4.49846792221, 88.1986543536, 2.8411898613, -0.473259802675
0.00373, 4.49838972092, 88.1830528378, 2.84930634499, -0.496694061439
0.00374, 4.49838972092, 88.1830528378, 2.85750055313, -0.44201410492
0.00375, 4.49846792221, 88.1986543536, 2.86569499969, -0.496694061439
